pair,turn,round,type,is_gesture,from_ts,to_ts,referent,comment,duration,object,speech,speaker,trial,director,correct_answer,given_answer,accuracy,processed_utterance,pos_sequence,lemmas_sequence,text_lemma_pos,turn_from_ts,turn_to_ts,hand,pair_speaker,words,lemmas,pos,lemmas_pos,transcriptions,contain_text,segmentation method
pair08,214,1,other,gesture,643.902,644.068,,,0.16599999999993997,04,"en aan de linker onderkant ook, dat wel een beetje een ja een horentje lijkt of een kraantje (?) (ik)",A,12,A,J,J,1,"en aan de linker onderkant ook, dat wel een beetje een ja een horentje lijkt of een kraantje ik",CCONJ ADP DET ADJ NOUN ADV PUNCT SCONJ ADV DET NOUN DET NOUN DET NOUN VERB CCONJ DET NOUN PRON ,"en aan de linker onderkant ook , dat wel een beetje een ja een horentje lijken of een kraan ik ","en_en#CCONJ aan_aan#ADP de_de#DET linker_linker#ADJ onderkant_onderkant#NOUN ook_ook#ADV ,_,#PUNCT dat_dat#SCONJ wel_wel#ADV een_een#DET beetje_beetje#NOUN een_een#DET ja_ja#NOUN een_een#DET horentje_horentje#NOUN lijkt_lijken#VERB of_of#CCONJ een_een#DET kraantje_kraan#NOUN ik_ik#PRON ",639.217,645.528,L,pair08_A,een horentje lijkt of,een horentje lijken of,DET NOUN VERB CCONJ,een#DET horentje#NOUN lijken#VERB of#CCONJ,manual,True,manual
pair08,227,1,iconic,gesture,672.618,673.601,07D,,0.9829999999999472,07,en aan de linkerkant is er een klein haakje lijkt het,A,13,B,4,4,1,en aan de linkerkant is er een klein haakje lijkt het,CCONJ ADP DET NOUN AUX ADV DET ADJ NOUN VERB PRON ,en aan de linkerkant zijn er een klein haak lijken het ,en_en#CCONJ aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN is_zijn#AUX er_er#ADV een_een#DET klein_klein#ADJ haakje_haak#NOUN lijkt_lijken#VERB het_het#PRON ,671.822,673.753,L,pair08_A,is er een klein haakje lijkt het ja,zijn er een klein haak lijken het ja,AUX ADV DET ADJ NOUN VERB PRON INTJ,zijn#AUX er#ADV een#DET klein#ADJ haak#NOUN lijken#VERB het#PRON ja#INTJ,manual,True,manual
pair08,231,1,iconic,gesture,681.694,682.388,02A,,0.6940000000000737,02,#lip smack# um deze heeft een lijkt wel rondvormige driehoek op de ko- uh op de top van de emmer,A,14,A,I,I,1,deze heeft een lijkt wel rondvormige driehoek op de op de top van de emmer,PRON VERB DET VERB ADV ADJ NOUN ADP DET ADP DET NOUN ADP DET NOUN ,deze hebben een lijken wel rondvormig driehoek op de op de top van de emmer ,deze_deze#PRON heeft_hebben#VERB een_een#DET lijkt_lijken#VERB wel_wel#ADV rondvormige_rondvormig#ADJ driehoek_driehoek#NOUN op_op#ADP de_de#DET op_op#ADP de_de#DET top_top#NOUN van_van#ADP de_de#DET emmer_emmer#NOUN ,677.411,685.356,R,pair08_A,wel rondvormige driehoek,wel rondvormig driehoek,ADV ADJ NOUN,wel#ADV rondvormig#ADJ driehoek#NOUN,manual,True,manual
pair08,231,1,iconic,gesture,684.457,684.857,02A,,0.39999999999997726,02,#lip smack# um deze heeft een lijkt wel rondvormige driehoek op de ko- uh op de top van de emmer,A,14,A,I,I,1,deze heeft een lijkt wel rondvormige driehoek op de op de top van de emmer,PRON VERB DET VERB ADV ADJ NOUN ADP DET ADP DET NOUN ADP DET NOUN ,deze hebben een lijken wel rondvormig driehoek op de op de top van de emmer ,deze_deze#PRON heeft_hebben#VERB een_een#DET lijkt_lijken#VERB wel_wel#ADV rondvormige_rondvormig#ADJ driehoek_driehoek#NOUN op_op#ADP de_de#DET op_op#ADP de_de#DET top_top#NOUN van_van#ADP de_de#DET emmer_emmer#NOUN ,677.411,685.356,"R, L",pair08_A,op de top van de emmer,op de top van de emmer,ADP DET NOUN ADP DET NOUN,op#ADP de#DET top#NOUN van#ADP de#DET emmer#NOUN,manual,True,manual
pair08,232,1,iconic,gesture,687.678,688.678,general,,1.0,02,"uh aan de linkerkant lijkt een soort ja #laughs# ja een soort kogel misschien wel, tegen de emmer aan te zitten",A,14,A,I,I,1,"aan de linkerkant lijkt een soort ja ja een soort kogel misschien wel, tegen de emmer aan te zitten",ADP DET NOUN VERB DET NOUN INTJ INTJ DET NOUN NOUN ADV ADV PUNCT ADP DET NOUN ADP ADP VERB ,"aan de linkerkant lijken een soort ja ja een soort kogel misschien wel , tegen de emmer aan te aanzitten ","aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN lijkt_lijken#VERB een_een#DET soort_soort#NOUN ja_ja#INTJ ja_ja#INTJ een_een#DET soort_soort#NOUN kogel_kogel#NOUN misschien_misschien#ADV wel_wel#ADV ,_,#PUNCT tegen_tegen#ADP de_de#DET emmer_emmer#NOUN aan_aan#ADP te_te#ADP zitten_aanzitten#VERB ",686.484,696.81,L,pair08_A,aan de linkerkant lijkt een,aan de linkerkant lijken een,ADP DET NOUN VERB DET,aan#ADP de#DET linkerkant#NOUN lijken#VERB een#DET,manual,True,manual
pair08,232,1,iconic,gesture,695.055,695.527,02D,,0.4720000000000937,02,"uh aan de linkerkant lijkt een soort ja #laughs# ja een soort kogel misschien wel, tegen de emmer aan te zitten",A,14,A,I,I,1,"aan de linkerkant lijkt een soort ja ja een soort kogel misschien wel, tegen de emmer aan te zitten",ADP DET NOUN VERB DET NOUN INTJ INTJ DET NOUN NOUN ADV ADV PUNCT ADP DET NOUN ADP ADP VERB ,"aan de linkerkant lijken een soort ja ja een soort kogel misschien wel , tegen de emmer aan te aanzitten ","aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN lijkt_lijken#VERB een_een#DET soort_soort#NOUN ja_ja#INTJ ja_ja#INTJ een_een#DET soort_soort#NOUN kogel_kogel#NOUN misschien_misschien#ADV wel_wel#ADV ,_,#PUNCT tegen_tegen#ADP de_de#DET emmer_emmer#NOUN aan_aan#ADP te_te#ADP zitten_aanzitten#VERB ",686.484,696.81,L,pair08_A,tegen de,tegen de,ADP DET,tegen#ADP de#DET,manual,True,manual
pair08,233,1,iconic,gesture,699.527,700.61,02C,,1.08299999999997,02,uh links aan de voet links aan de onderkant is er een cirkelvormig um #lip smack# uitsteeksel,A,14,A,I,I,1,links aan de voet links aan de onderkant is er een cirkelvormig uitsteeksel,ADJ ADP DET NOUN ADJ ADP DET NOUN VERB ADV DET ADJ NOUN ,link aan de voet links aan de onderkant zijn er een cirkelvormig uitsteeksel ,links_link#ADJ aan_aan#ADP de_de#DET voet_voet#NOUN links_links#ADJ aan_aan#ADP de_de#DET onderkant_onderkant#NOUN is_zijn#VERB er_er#ADV een_een#DET cirkelvormig_cirkelvormig#ADJ uitsteeksel_uitsteeksel#NOUN ,698.632,707.073,L,pair08_A,links aan de voet links aan de,link aan de voet links aan de,ADJ ADP DET NOUN ADJ ADP DET,link#ADJ aan#ADP de#DET voet#NOUN links#ADJ aan#ADP de#DET,manual,True,manual
pair08,233,1,iconic,gesture,702.082,702.533,02C-REP,,0.45100000000002183,02,uh links aan de voet links aan de onderkant is er een cirkelvormig um #lip smack# uitsteeksel,A,14,A,I,I,1,links aan de voet links aan de onderkant is er een cirkelvormig uitsteeksel,ADJ ADP DET NOUN ADJ ADP DET NOUN VERB ADV DET ADJ NOUN ,link aan de voet links aan de onderkant zijn er een cirkelvormig uitsteeksel ,links_link#ADJ aan_aan#ADP de_de#DET voet_voet#NOUN links_links#ADJ aan_aan#ADP de_de#DET onderkant_onderkant#NOUN is_zijn#VERB er_er#ADV een_een#DET cirkelvormig_cirkelvormig#ADJ uitsteeksel_uitsteeksel#NOUN ,698.632,707.073,R,pair08_A,is er,zijn er,VERB ADV,zijn#VERB er#ADV,manual,True,manual
pair08,233,1,iconic,gesture,703.166,707.193,02C,,4.02699999999993,02,uh links aan de voet links aan de onderkant is er een cirkelvormig um #lip smack# uitsteeksel,A,14,A,I,I,1,links aan de voet links aan de onderkant is er een cirkelvormig uitsteeksel,ADJ ADP DET NOUN ADJ ADP DET NOUN VERB ADV DET ADJ NOUN ,link aan de voet links aan de onderkant zijn er een cirkelvormig uitsteeksel ,links_link#ADJ aan_aan#ADP de_de#DET voet_voet#NOUN links_links#ADJ aan_aan#ADP de_de#DET onderkant_onderkant#NOUN is_zijn#VERB er_er#ADV een_een#DET cirkelvormig_cirkelvormig#ADJ uitsteeksel_uitsteeksel#NOUN ,698.632,707.073,L,pair08_A,cirkelvormig uitsteeksel,cirkelvormig uitsteeksel,ADJ NOUN,cirkelvormig#ADJ uitsteeksel#NOUN,manual,True,manual
pair08,233,1,iconic,gesture,703.182,707.199,02C-rep,,4.016999999999939,02,uh links aan de voet links aan de onderkant is er een cirkelvormig um #lip smack# uitsteeksel,A,14,A,I,I,1,links aan de voet links aan de onderkant is er een cirkelvormig uitsteeksel,ADJ ADP DET NOUN ADJ ADP DET NOUN VERB ADV DET ADJ NOUN ,link aan de voet links aan de onderkant zijn er een cirkelvormig uitsteeksel ,links_link#ADJ aan_aan#ADP de_de#DET voet_voet#NOUN links_links#ADJ aan_aan#ADP de_de#DET onderkant_onderkant#NOUN is_zijn#VERB er_er#ADV een_een#DET cirkelvormig_cirkelvormig#ADJ uitsteeksel_uitsteeksel#NOUN ,698.632,707.073,R,pair08_A,cirkelvormig uitsteeksel,cirkelvormig uitsteeksel,ADJ NOUN,cirkelvormig#ADJ uitsteeksel#NOUN,manual,True,manual
pair08,235,1,iconic,gesture,708.415,708.999,general,,0.58400000000006,02,"en een beetje rechts van het midden, aan de voorkant, lijkt er een um",A,14,A,I,I,1,"en een beetje rechts van het midden, aan de voorkant, lijkt er een",CCONJ DET NOUN ADJ ADP DET NOUN PUNCT ADP DET NOUN PUNCT VERB ADV DET ,"en een beetje rechts van het midden , aan de voorkant , lijken er een ","en_en#CCONJ een_een#DET beetje_beetje#NOUN rechts_rechts#ADJ van_van#ADP het_het#DET midden_midden#NOUN ,_,#PUNCT aan_aan#ADP de_de#DET voorkant_voorkant#NOUN ,_,#PUNCT lijkt_lijken#VERB er_er#ADV een_een#DET ",707.969,711.998,"R, L",pair08_A,en een beetje rechts van,en een beetje rechts van,CCONJ DET NOUN ADJ ADP,en#CCONJ een#DET beetje#NOUN rechts#ADJ van#ADP,manual,True,manual
pair08,243,1,iconic,gesture,725.509,726.009,general,,0.5,01,uh deze heeft een vierkant uh beetje aan de voorkant beetje naar rechts uh toe,B,15,B,7,7,1,deze heeft een vierkant beetje aan de voorkant beetje naar rechts toe,PRON AUX DET ADJ NOUN ADP DET NOUN NOUN ADP ADJ ADP ,deze hebben een vierkant beetje aan de voorkant beetje naar rechts toe ,deze_deze#PRON heeft_hebben#AUX een_een#DET vierkant_vierkant#ADJ beetje_beetje#NOUN aan_aan#ADP de_de#DET voorkant_voorkant#NOUN beetje_beetje#NOUN naar_naar#ADP rechts_rechts#ADJ toe_toe#ADP ,721.961,726.854,R,pair08_B,beetje naar rechts,beetje naar rechts,NOUN ADP ADJ,beetje#NOUN naar#ADP rechts#ADJ,manual,True,manual
pair08,247,1,iconic,gesture,735.833,736.11,01A,,0.27700000000004366,01,en en bovenop een uh een staafje #claps hands# met een plat- met een platte,A,15,B,7,7,1,en en bovenop een een staafje met een met een platte,CCONJ CCONJ ADP DET DET NOUN ADP DET ADP DET ADJ ,en en bovenop een een staaf met een met een plat ,en_en#CCONJ en_en#CCONJ bovenop_bovenop#ADP een_een#DET een_een#DET staafje_staaf#NOUN met_met#ADP een_een#DET met_met#ADP een_een#DET platte_plat#ADJ ,733.491,738.093,R,pair08_A,een staafje met,een staaf met,DET NOUN ADP,een#DET staaf#NOUN met#ADP,manual,True,manual
pair08,247,1,iconic,gesture,736.166,736.666,01A-REP,,0.5,01,en en bovenop een uh een staafje #claps hands# met een plat- met een platte,A,15,B,7,7,1,en en bovenop een een staafje met een met een platte,CCONJ CCONJ ADP DET DET NOUN ADP DET ADP DET ADJ ,en en bovenop een een staaf met een met een plat ,en_en#CCONJ en_en#CCONJ bovenop_bovenop#ADP een_een#DET een_een#DET staafje_staaf#NOUN met_met#ADP een_een#DET met_met#ADP een_een#DET platte_plat#ADJ ,733.491,738.093,"R, L",pair08_A,een staafje met een,een staaf met een,DET NOUN ADP DET,een#DET staaf#NOUN met#ADP een#DET,manual,True,manual
pair08,247,1,iconic,gesture,737.36,737.832,01A-rep,,0.47199999999998,01,en en bovenop een uh een staafje #claps hands# met een plat- met een platte,A,15,B,7,7,1,en en bovenop een een staafje met een met een platte,CCONJ CCONJ ADP DET DET NOUN ADP DET ADP DET ADJ ,en en bovenop een een staaf met een met een plat ,en_en#CCONJ en_en#CCONJ bovenop_bovenop#ADP een_een#DET een_een#DET staafje_staaf#NOUN met_met#ADP een_een#DET met_met#ADP een_een#DET platte_plat#ADJ ,733.491,738.093,"R, L",pair08_A,met een platte,met een plat,ADP DET ADJ,met#ADP een#DET plat#ADJ,manual,True,manual
pair08,252,1,iconic,gesture,747.837,748.333,12B,,0.4959999999999809,12,#smacks lips# uh dan is er nou eentje met een um ja een uitsteeksel dat een beetje achtvormig lijkt,A,16,A,H,H,1,dan is er nou eentje met een ja een uitsteeksel dat een beetje achtvormig lijkt,ADV VERB ADV ADV NUM ADP DET NOUN DET NOUN PRON DET NOUN ADJ VERB ,dan zijn er nou één met een ja een uitsteeksel dat een beetje achtvormig lijken ,dan_dan#ADV is_zijn#VERB er_er#ADV nou_nou#ADV eentje_één#NUM met_met#ADP een_een#DET ja_ja#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN dat_dat#PRON een_een#DET beetje_beetje#NOUN achtvormig_achtvormig#ADJ lijkt_lijken#VERB ,742.728,749.892,L,pair08_A,ja een uitsteeksel dat een beetje,ja een uitsteeksel dat een beetje,NOUN DET NOUN PRON DET NOUN,ja#NOUN een#DET uitsteeksel#NOUN dat#PRON een#DET beetje#NOUN,manual,True,manual
pair08,253,1,iconic,gesture,753.645,754.021,12B,,0.37599999999997635,12,met een (na ja) dat is niet zo (goed) (?) beschrijving een uitsteeksel naar de linkerkant,A,16,A,H,H,1,met een na ja dat is niet zo goed beschrijving een uitsteeksel naar de linkerkant,ADP NUM ADP INTJ PRON AUX ADV ADV ADJ NOUN DET NOUN ADP DET NOUN ,met één na ja dat zijn niet zo goed beschrijving een uitsteeksel naar de linkerkant ,met_met#ADP een_één#NUM na_na#ADP ja_ja#INTJ dat_dat#PRON is_zijn#AUX niet_niet#ADV zo_zo#ADV goed_goed#ADJ beschrijving_beschrijving#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN naar_naar#ADP de_de#DET linkerkant_linkerkant#NOUN ,750.511,754.867,L,pair08_A,een uitsteeksel naar de,een uitsteeksel naar de,DET NOUN ADP DET,een#DET uitsteeksel#NOUN naar#ADP de#DET,manual,True,manual
pair08,254,1,iconic,gesture,755.784,758.963,12C,,3.1789999999999736,12,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een soort spijker tegenaan staat,A,16,A,H,H,1,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een soort spijker tegenaan staat,CCONJ ADP DET NOUN VERB ADV SCONJ ADV DET NOUN ADJ DET NOUN NOUN ADP VERB ,en op dat uitsteeksel lijken wel alsof er een beetje schuin een soort spijker tegenaan staan ,en_en#CCONJ op_op#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN lijkt_lijken#VERB wel_wel#ADV alsof_alsof#SCONJ er_er#ADV een_een#DET beetje_beetje#NOUN schuin_schuin#ADJ een_een#DET soort_soort#NOUN spijker_spijker#NOUN tegenaan_tegenaan#ADP staat_staan#VERB ,755.299,762.692,L,pair08_A,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een,en op dat uitsteeksel lijken wel alsof er een beetje schuin een,CCONJ ADP DET NOUN VERB ADV SCONJ ADV DET NOUN ADJ DET,en#CCONJ op#ADP dat#DET uitsteeksel#NOUN lijken#VERB wel#ADV alsof#SCONJ er#ADV een#DET beetje#NOUN schuin#ADJ een#DET,manual,True,manual
pair08,254,1,iconic,gesture,759.686,760.075,12C-REP,,0.38900000000001,12,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een soort spijker tegenaan staat,A,16,A,H,H,1,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een soort spijker tegenaan staat,CCONJ ADP DET NOUN VERB ADV SCONJ ADV DET NOUN ADJ DET NOUN NOUN ADP VERB ,en op dat uitsteeksel lijken wel alsof er een beetje schuin een soort spijker tegenaan staan ,en_en#CCONJ op_op#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN lijkt_lijken#VERB wel_wel#ADV alsof_alsof#SCONJ er_er#ADV een_een#DET beetje_beetje#NOUN schuin_schuin#ADJ een_een#DET soort_soort#NOUN spijker_spijker#NOUN tegenaan_tegenaan#ADP staat_staan#VERB ,755.299,762.692,L,pair08_A,soort,soort,NOUN,soort#NOUN,manual,True,manual
pair08,254,1,iconic,gesture,761.446,762.067,12C-rep,,0.6209999999999809,12,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een soort spijker tegenaan staat,A,16,A,H,H,1,en op dat uitsteeksel lijkt wel alsof er een beetje schuin een soort spijker tegenaan staat,CCONJ ADP DET NOUN VERB ADV SCONJ ADV DET NOUN ADJ DET NOUN NOUN ADP VERB ,en op dat uitsteeksel lijken wel alsof er een beetje schuin een soort spijker tegenaan staan ,en_en#CCONJ op_op#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN lijkt_lijken#VERB wel_wel#ADV alsof_alsof#SCONJ er_er#ADV een_een#DET beetje_beetje#NOUN schuin_schuin#ADJ een_een#DET soort_soort#NOUN spijker_spijker#NOUN tegenaan_tegenaan#ADP staat_staan#VERB ,755.299,762.692,L,pair08_A,tegenaan staat,tegenaan staan,ADP VERB,tegenaan#ADP staan#VERB,manual,True,manual
pair08,255,1,iconic,gesture,763.483,764.157,12C,,0.6740000000000919,12,"of op, op staat",A,16,A,H,H,1,"of op, op staat",CCONJ ADP PUNCT ADP NOUN ,"of op , op staat ","of_of#CCONJ op_op#ADP ,_,#PUNCT op_op#ADP staat_staat#NOUN ",762.992,764.566,L,pair08_A,"of op , op staat","of op , op staat",CCONJ ADP PUNCT ADP NOUN,"of#CCONJ op#ADP ,#PUNCT op#ADP staat#NOUN",manual,True,manual
pair08,256,1,iconic,gesture,766.294,766.454,general,,0.15999999999996817,12,en aan de rechterkant heeft hij ook een klein uitsteekseltje en dat lijkt een beetje op een dienblad en je ziet ook nog een heel klein armpje dat dat dienblad uh op zijn plek houdt,A,16,A,H,H,1,en aan de rechterkant heeft hij ook een klein uitsteekseltje en dat lijkt een beetje op een dienblad en je ziet ook nog een heel klein armpje dat dat dienblad op zijn plek houdt,CCONJ ADP DET NOUN AUX PRON ADV DET ADJ NOUN CCONJ PRON VERB DET NOUN ADP DET NOUN CCONJ PRON VERB ADV ADV DET ADJ ADJ NOUN PRON PRON NOUN ADP PRON NOUN VERB ,en aan de rechterkant hebben hij ook een klein uitsteeksel en dat lijken een beetje op een dienblad en je uitzien ook nog een heel klein armp dat dat dienblad op zijn plek houden ,en_en#CCONJ aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN heeft_hebben#AUX hij_hij#PRON ook_ook#ADV een_een#DET klein_klein#ADJ uitsteekseltje_uitsteeksel#NOUN en_en#CCONJ dat_dat#PRON lijkt_lijken#VERB een_een#DET beetje_beetje#NOUN op_op#ADP een_een#DET dienblad_dienblad#NOUN en_en#CCONJ je_je#PRON ziet_uitzien#VERB ook_ook#ADV nog_nog#ADV een_een#DET heel_heel#ADJ klein_klein#ADJ armpje_armp#NOUN dat_dat#PRON dat_dat#PRON dienblad_dienblad#NOUN op_op#ADP zijn_zijn#PRON plek_plek#NOUN houdt_houden#VERB ,765.505,774.552,R,pair08_A,de rechterkant heeft hij ook,de rechterkant hebben hij ook,DET NOUN AUX PRON ADV,de#DET rechterkant#NOUN hebben#AUX hij#PRON ook#ADV,manual,True,manual
pair08,256,1,iconic,gesture,769.449,770.142,12A,,0.6930000000000973,12,en aan de rechterkant heeft hij ook een klein uitsteekseltje en dat lijkt een beetje op een dienblad en je ziet ook nog een heel klein armpje dat dat dienblad uh op zijn plek houdt,A,16,A,H,H,1,en aan de rechterkant heeft hij ook een klein uitsteekseltje en dat lijkt een beetje op een dienblad en je ziet ook nog een heel klein armpje dat dat dienblad op zijn plek houdt,CCONJ ADP DET NOUN AUX PRON ADV DET ADJ NOUN CCONJ PRON VERB DET NOUN ADP DET NOUN CCONJ PRON VERB ADV ADV DET ADJ ADJ NOUN PRON PRON NOUN ADP PRON NOUN VERB ,en aan de rechterkant hebben hij ook een klein uitsteeksel en dat lijken een beetje op een dienblad en je uitzien ook nog een heel klein armp dat dat dienblad op zijn plek houden ,en_en#CCONJ aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN heeft_hebben#AUX hij_hij#PRON ook_ook#ADV een_een#DET klein_klein#ADJ uitsteekseltje_uitsteeksel#NOUN en_en#CCONJ dat_dat#PRON lijkt_lijken#VERB een_een#DET beetje_beetje#NOUN op_op#ADP een_een#DET dienblad_dienblad#NOUN en_en#CCONJ je_je#PRON ziet_uitzien#VERB ook_ook#ADV nog_nog#ADV een_een#DET heel_heel#ADJ klein_klein#ADJ armpje_armp#NOUN dat_dat#PRON dat_dat#PRON dienblad_dienblad#NOUN op_op#ADP zijn_zijn#PRON plek_plek#NOUN houdt_houden#VERB ,765.505,774.552,R,pair08_A,een beetje op een dienblad en je ziet ook nog,een beetje op een dienblad en je uitzien ook nog,DET NOUN ADP DET NOUN CCONJ PRON VERB ADV ADV,een#DET beetje#NOUN op#ADP een#DET dienblad#NOUN en#CCONJ je#PRON uitzien#VERB ook#ADV nog#ADV,manual,True,manual
pair08,256,1,iconic,gesture,771.341,772.008,12A,,0.66700000000003,12,en aan de rechterkant heeft hij ook een klein uitsteekseltje en dat lijkt een beetje op een dienblad en je ziet ook nog een heel klein armpje dat dat dienblad uh op zijn plek houdt,A,16,A,H,H,1,en aan de rechterkant heeft hij ook een klein uitsteekseltje en dat lijkt een beetje op een dienblad en je ziet ook nog een heel klein armpje dat dat dienblad op zijn plek houdt,CCONJ ADP DET NOUN AUX PRON ADV DET ADJ NOUN CCONJ PRON VERB DET NOUN ADP DET NOUN CCONJ PRON VERB ADV ADV DET ADJ ADJ NOUN PRON PRON NOUN ADP PRON NOUN VERB ,en aan de rechterkant hebben hij ook een klein uitsteeksel en dat lijken een beetje op een dienblad en je uitzien ook nog een heel klein armp dat dat dienblad op zijn plek houden ,en_en#CCONJ aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN heeft_hebben#AUX hij_hij#PRON ook_ook#ADV een_een#DET klein_klein#ADJ uitsteekseltje_uitsteeksel#NOUN en_en#CCONJ dat_dat#PRON lijkt_lijken#VERB een_een#DET beetje_beetje#NOUN op_op#ADP een_een#DET dienblad_dienblad#NOUN en_en#CCONJ je_je#PRON ziet_uitzien#VERB ook_ook#ADV nog_nog#ADV een_een#DET heel_heel#ADJ klein_klein#ADJ armpje_armp#NOUN dat_dat#PRON dat_dat#PRON dienblad_dienblad#NOUN op_op#ADP zijn_zijn#PRON plek_plek#NOUN houdt_houden#VERB ,765.505,774.552,R,pair08_A,klein armpje dat dat,klein armp dat dat,ADJ NOUN PRON PRON,klein#ADJ armp#NOUN dat#PRON dat#PRON,manual,True,manual
pair08,260,1,iconic,gesture,780.838,782.4,12C,,1.5620000000000118,12,ja links daarboven dat is wat ik zou zeggen die spijker met een platte kop en die wordt steeds puntiger naar dat uitsteeksel toe uh,A,16,A,H,H,1,ja links daarboven dat is wat ik zou zeggen die spijker met een platte kop en die wordt steeds puntiger naar dat uitsteeksel toe,INTJ ADJ ADV PRON AUX PRON PRON AUX VERB DET NOUN ADP DET ADJ NOUN CCONJ PRON AUX ADV ADJ ADP DET NOUN ADP ,ja links daarboven dat zijn wat ik zullen zeggen die spijker met een plat kop en die worden steeds puntig naar dat uitsteeksel toe ,ja_ja#INTJ links_links#ADJ daarboven_daarboven#ADV dat_dat#PRON is_zijn#AUX wat_wat#PRON ik_ik#PRON zou_zullen#AUX zeggen_zeggen#VERB die_die#DET spijker_spijker#NOUN met_met#ADP een_een#DET platte_plat#ADJ kop_kop#NOUN en_en#CCONJ die_die#PRON wordt_worden#AUX steeds_steeds#ADV puntiger_puntig#ADJ naar_naar#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN toe_toe#ADP ,779.99,787.423,L,pair08_A,daarboven dat is wat ik zou zeggen die spijker met een,daarboven dat zijn wat ik zullen zeggen die spijker met een,ADV PRON AUX PRON PRON AUX VERB DET NOUN ADP DET,daarboven#ADV dat#PRON zijn#AUX wat#PRON ik#PRON zullen#AUX zeggen#VERB die#DET spijker#NOUN met#ADP een#DET,manual,True,manual
pair08,260,1,iconic,gesture,782.837,783.605,12C,,0.7680000000000291,12,ja links daarboven dat is wat ik zou zeggen die spijker met een platte kop en die wordt steeds puntiger naar dat uitsteeksel toe uh,A,16,A,H,H,1,ja links daarboven dat is wat ik zou zeggen die spijker met een platte kop en die wordt steeds puntiger naar dat uitsteeksel toe,INTJ ADJ ADV PRON AUX PRON PRON AUX VERB DET NOUN ADP DET ADJ NOUN CCONJ PRON AUX ADV ADJ ADP DET NOUN ADP ,ja links daarboven dat zijn wat ik zullen zeggen die spijker met een plat kop en die worden steeds puntig naar dat uitsteeksel toe ,ja_ja#INTJ links_links#ADJ daarboven_daarboven#ADV dat_dat#PRON is_zijn#AUX wat_wat#PRON ik_ik#PRON zou_zullen#AUX zeggen_zeggen#VERB die_die#DET spijker_spijker#NOUN met_met#ADP een_een#DET platte_plat#ADJ kop_kop#NOUN en_en#CCONJ die_die#PRON wordt_worden#AUX steeds_steeds#ADV puntiger_puntig#ADJ naar_naar#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN toe_toe#ADP ,779.99,787.423,L,pair08_A,met een platte kop en die wordt,met een plat kop en die worden,ADP DET ADJ NOUN CCONJ PRON AUX,met#ADP een#DET plat#ADJ kop#NOUN en#CCONJ die#PRON worden#AUX,manual,True,manual
pair08,260,1,iconic,gesture,784.2,785.83,12C,,1.6299999999999955,12,ja links daarboven dat is wat ik zou zeggen die spijker met een platte kop en die wordt steeds puntiger naar dat uitsteeksel toe uh,A,16,A,H,H,1,ja links daarboven dat is wat ik zou zeggen die spijker met een platte kop en die wordt steeds puntiger naar dat uitsteeksel toe,INTJ ADJ ADV PRON AUX PRON PRON AUX VERB DET NOUN ADP DET ADJ NOUN CCONJ PRON AUX ADV ADJ ADP DET NOUN ADP ,ja links daarboven dat zijn wat ik zullen zeggen die spijker met een plat kop en die worden steeds puntig naar dat uitsteeksel toe ,ja_ja#INTJ links_links#ADJ daarboven_daarboven#ADV dat_dat#PRON is_zijn#AUX wat_wat#PRON ik_ik#PRON zou_zullen#AUX zeggen_zeggen#VERB die_die#DET spijker_spijker#NOUN met_met#ADP een_een#DET platte_plat#ADJ kop_kop#NOUN en_en#CCONJ die_die#PRON wordt_worden#AUX steeds_steeds#ADV puntiger_puntig#ADJ naar_naar#ADP dat_dat#DET uitsteeksel_uitsteeksel#NOUN toe_toe#ADP ,779.99,787.423,R,pair08_A,wordt steeds puntiger naar dat,worden steeds puntig naar dat,AUX ADV ADJ ADP DET,worden#AUX steeds#ADV puntig#ADJ naar#ADP dat#DET,manual,True,manual
